,PERSON_ID,RANKINGS
0,9wZDbqzyzY7XdmVkQIHP9Q_0000,"[6, 6, 6, 17, 11, 7, 8, 6, 5, 7, 6, 6, 8, 6, 5, 5, 5, 9, 6, 7, 7, 5, 6, 6, 5, 6, 6, 7, 7, 7, 8, 6, 6, 6, 6, 6, 6, 9, 5, 6, 6, 6, 6, 6, 6, 13, 5, 6, 10, 50]"
1,WoFu5YvFKzP-TnbinRe6Bw_0000,"[21, 21, 36, 46, 44, 42, 34, 40, 14, 44, 21, 20, 47, 32, 44, 33, 38, 13, 32, 18, 46, 41, 44, 44, 19, 20, 23, 40, 35, 34, 24, 17, 35, 36, 39, 34, 24, 47, 45, 40, 41, 40, 32, 38, 30, 39, 46, 24, 33, 41]"
2,cNbUnbOPJVl5x1F8yTMCPA_0000,"[34, 30, 42, 42, 46, 47, 35, 35, 31, 45, 37, 31, 48, 43, 45, 44, 40, 45, 39, 44, 47, 42, 45, 45, 39, 31, 35, 46, 46, 41, 39, 26, 41, 46, 45, 43, 43, 48, 46, 44, 45, 38, 35, 43, 43, 45, 40, 47, 32, 46]"
3,Q4O5YWf6YdJl8dV8F8lYlg_0000,"[41, 12, 48, 45, 47, 45, 44, 45, 10, 47, 48, 40, 49, 48, 49, 47, 47, 47, 46, 47, 48, 45, 48, 47, 43, 43, 41, 47, 44, 49, 44, 37, 45, 45, 49, 45, 44, 46, 47, 48, 47, 45, 40, 46, 45, 50, 47, 48, 46, 45]"
4,Cj9PU0FOK-7ieaIqHwdVuQ_0000,"[7, 8, 8, 10, 14, 8, 7, 17, 6, 18, 9, 7, 10, 7, 7, 11, 6, 7, 19, 12, 8, 7, 10, 7, 7, 8, 8, 13, 8, 14, 11, 10, 7, 7, 15, 7, 12, 13, 6, 12, 16, 9, 17, 7, 8, 12, 6, 8, 6, 19]"
5,-MTgMV87rZh9YtJQMZprFQ_0000,"[16, 13, 15, 20, 15, 13, 16, 24, 12, 26, 17, 19, 19, 18, 26, 25, 20, 8, 21, 16, 19, 8, 25, 9, 20, 9, 20, 16, 21, 23, 17, 20, 14, 30, 16, 19, 34, 30, 27, 20, 17, 21, 21, 27, 27, 18, 23, 33, 14, 38]"
6,0B5ctklbmLItv913Uud3XA_0000,"[11, 14, 12, 21, 13, 15, 19, 12, 13, 14, 18, 10, 20, 12, 11, 19, 25, 10, 13, 6, 13, 32, 17, 10, 21, 10, 5, 8, 9, 18, 12, 9, 17, 16, 17, 11, 10, 7, 8, 16, 12, 16, 18, 15, 15, 25, 14, 17, 9, 17]"
7,asYoBxr9i5ldvAfxkV5ufg_0000,"[14, 22, 19, 26, 18, 25, 20, 34, 11, 39, 33, 22, 23, 23, 19, 36, 21, 31, 18, 23, 15, 33, 26, 24, 22, 18, 21, 21, 22, 24, 38, 14, 19, 23, 21, 20, 23, 29, 17, 23, 15, 29, 23, 31, 31, 30, 27, 25, 15, 37]"
8,T5EdUbxgosZXVOs1K6eLCA_0000,"[42, 47, 49, 50, 50, 48, 49, 47, 48, 48, 50, 47, 46, 46, 48, 48, 49, 50, 49, 46, 50, 50, 50, 49, 48, 50, 50, 44, 50, 50, 49, 49, 48, 49, 47, 44, 50, 49, 50, 49, 49, 47, 47, 48, 46, 49, 44, 49, 42, 47]"
9,TOHLJNf-yqjRa5VH4fKg8w_0000,"[43, 31, 47, 31, 41, 40, 40, 44, 42, 43, 44, 45, 43, 45, 47, 40, 41, 46, 45, 45, 41, 44, 43, 40, 40, 46, 38, 43, 40, 44, 48, 45, 44, 40, 40, 42, 48, 45, 44, 39, 33, 39, 43, 44, 44, 41, 45, 42, 40, 44]"
10,S9KxVR7VMgJ67wbSxZKQIA_0000,"[8, 7, 7, 6, 16, 6, 6, 9, 7, 10, 7, 8, 6, 8, 9, 6, 7, 6, 7, 15, 6, 9, 8, 8, 10, 7, 7, 14, 11, 11, 7, 7, 8, 8, 7, 8, 7, 6, 7, 9, 18, 7, 7, 8, 7, 8, 8, 7, 5, 6]"
11,j6-dsrjV1VeEzXYIgW6yLQ_0000,"[9, 15, 10, 14, 9, 16, 9, 8, 8, 16, 15, 9, 9, 9, 6, 13, 9, 11, 14, 9, 14, 6, 12, 16, 6, 11, 9, 9, 10, 15, 19, 8, 10, 9, 9, 12, 8, 20, 9, 17, 7, 8, 11, 9, 9, 15, 10, 13, 12, 14]"
12,A0mNXJfhqiQr2gluCTsQOw_0000,"[25, 10, 22, 22, 21, 27, 37, 15, 15, 17, 16, 24, 16, 36, 27, 20, 31, 14, 20, 19, 26, 12, 21, 19, 18, 12, 13, 10, 17, 17, 9, 11, 11, 10, 10, 41, 17, 25, 21, 21, 13, 19, 8, 50, 16, 46, 18, 23, 19, 15]"
13,FnfO3T46olNI2F4xoYACJg_0000,"[48, 17, 50, 30, 35, 26, 46, 30, 34, 40, 38, 49, 42, 40, 28, 37, 32, 28, 36, 48, 40, 36, 42, 43, 38, 33, 37, 50, 36, 38, 26, 48, 49, 42, 46, 32, 45, 33, 37, 41, 39, 41, 27, 25, 47, 44, 48, 44, 43, 42]"
