,PERSON_ID,RANKINGS
0,rGWkEZGfflGr2Id-O3ACJw_0000,"[18, 18, 25, 22, 21, 19, 30, 20, 25, 19, 20, 33, 26, 22, 17, 27, 18, 19, 16, 32, 20, 25, 24, 23, 22, 26, 19, 29, 22, 29, 27, 30, 18, 17, 23, 21, 22, 27, 28, 23, 20, 27, 25, 17, 20, 20, 20, 31, 18, 18]"
1,LYBtShAuZ36F2FOM6xRqXA_0000,"[35, 38, 36, 23, 30, 25, 42, 27, 37, 46, 34, 41, 37, 27, 32, 43, 40, 39, 35, 36, 37, 46, 50, 49, 32, 25, 37, 45, 45, 46, 36, 37, 44, 37, 48, 29, 43, 41, 38, 49, 31, 49, 46, 33, 34, 35, 29, 48, 42, 45]"
2,6RQzJBu1M0XNv3ZxfMNufw_0000,"[12, 17, 20, 18, 20, 17, 25, 19, 31, 18, 18, 20, 21, 19, 14, 8, 19, 22, 20, 26, 10, 26, 20, 26, 18, 19, 16, 20, 24, 13, 24, 22, 15, 16, 16, 17, 18, 11, 12, 22, 15, 24, 22, 21, 19, 19, 16, 21, 17, 21]"
3,waGfXqGbBkel-AJStcowRg_0000,"[28, 23, 21, 19, 23, 21, 26, 26, 33, 38, 19, 31, 32, 23, 16, 21, 30, 24, 21, 18, 29, 27, 30, 16, 34, 39, 20, 28, 31, 33, 21, 26, 23, 47, 22, 30, 26, 34, 25, 26, 23, 21, 23, 22, 21, 17, 30, 28, 19, 23]"
4,P77Lw-UoFh91jOcUJPE5Ew_0000,"[4, 5, 5, 4, 4, 4, 4, 4, 4, 6, 4, 5, 5, 4, 4, 5, 4, 7, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 6, 7, 6, 4, 4, 6, 6, 4, 4, 4, 4, 4, 5, 6, 7, 4, 5, 4, 4, 6, 4, 5]"
5,XBbHPHTBHvjTgUWjWawblQ_0000,"[24, 27, 19, 9, 12, 48, 24, 14, 16, 16, 36, 12, 12, 14, 18, 19, 17, 14, 18, 22, 21, 15, 15, 13, 14, 24, 23, 49, 11, 16, 18, 11, 28, 19, 17, 16, 11, 15, 42, 12, 14, 25, 13, 13, 11, 21, 17, 18, 21, 10]"
6,BVgCw8FDnuRQkQaqh0lynQ_0000,"[16, 13, 12, 10, 15, 20, 19, 17, 30, 13, 22, 16, 18, 15, 27, 17, 9, 10, 14, 14, 18, 13, 19, 10, 10, 23, 11, 19, 15, 14, 10, 15, 11, 13, 10, 25, 27, 14, 24, 8, 16, 11, 9, 16, 12, 16, 15, 17, 16, 13]"
7,2mqRYyBx-39Lcb7cc7su8w_0000,"[42, 49, 39, 39, 45, 39, 45, 31, 43, 48, 40, 46, 44, 32, 45, 41, 39, 43, 46, 43, 49, 40, 48, 44, 38, 46, 42, 46, 38, 40, 45, 49, 48, 40, 49, 41, 45, 38, 44, 47, 27, 45, 47, 41, 43, 38, 48, 49, 44, 33]"
8,9y1paqmkfj8013oFrQvWag_0000,"[23, 40, 33, 28, 18, 13, 28, 21, 15, 20, 24, 21, 22, 24, 25, 18, 31, 28, 15, 15, 35, 20, 13, 19, 21, 14, 22, 25, 13, 21, 17, 16, 24, 21, 21, 11, 35, 46, 19, 19, 21, 34, 20, 26, 31, 31, 24, 24, 20, 29]"
9,hzVsIL-yFXFBsJ4IhDZWCg_0000,"[10, 9, 8, 11, 8, 9, 8, 7, 8, 8, 9, 6, 10, 9, 9, 9, 10, 9, 9, 12, 9, 9, 12, 14, 15, 9, 9, 8, 7, 11, 7, 10, 8, 9, 7, 9, 8, 10, 10, 9, 8, 9, 10, 9, 6, 8, 8, 8, 11, 6]"
10,AcThPh0RBSfmACwxBASy1Q_0000,"[50, 48, 42, 45, 39, 45, 49, 47, 47, 50, 46, 49, 49, 45, 50, 48, 50, 46, 50, 49, 50, 49, 46, 50, 44, 44, 45, 48, 48, 48, 50, 48, 49, 49, 50, 45, 50, 44, 50, 50, 50, 50, 50, 50, 50, 49, 41, 50, 45, 44]"
11,BpAOvt9zLG5jW4v7vM6Z4A_0000,"[43, 47, 45, 41, 41, 46, 43, 44, 20, 47, 45, 43, 48, 39, 37, 49, 46, 41, 41, 47, 46, 47, 47, 37, 41, 42, 49, 47, 47, 39, 47, 44, 45, 50, 41, 46, 42, 40, 35, 48, 45, 43, 38, 44, 33, 36, 49, 47, 43, 46]"
12,38eIhiZRW01dN2ZBFzwziQ_0000,"[40, 39, 44, 40, 46, 47, 37, 23, 23, 36, 41, 40, 41, 37, 48, 47, 38, 40, 37, 37, 45, 30, 37, 34, 40, 41, 40, 37, 46, 47, 38, 43, 37, 38, 29, 44, 44, 45, 30, 46, 46, 41, 37, 30, 28, 39, 39, 37, 36, 39]"
13,b4JjF95QesD0pcChNsG92A_0000,"[31, 31, 26, 29, 25, 22, 21, 24, 34, 29, 33, 37, 24, 25, 29, 29, 34, 30, 22, 34, 15, 28, 39, 29, 29, 20, 27, 26, 30, 30, 28, 24, 25, 20, 27, 23, 20, 32, 13, 21, 33, 31, 26, 25, 30, 30, 32, 27, 31, 28]"
14,00BobCQfZ5YKWO4cXzzhdg_0000,"[29, 22, 15, 20, 16, 14, 22, 16, 19, 17, 17, 18, 19, 20, 19, 15, 21, 20, 19, 19, 19, 16, 18, 24, 20, 21, 36, 18, 23, 18, 29, 21, 26, 22, 18, 22, 17, 13, 15, 16, 17, 38, 18, 19, 18, 18, 22, 22, 22, 15]"
15,tNhYTbyuO9wzgjqaEBFIVg_0000,"[9, 14, 9, 16, 13, 15, 15, 11, 12, 14, 13, 13, 16, 18, 10, 7, 8, 11, 11, 7, 12, 17, 10, 17, 11, 12, 13, 14, 16, 10, 11, 13, 9, 14, 13, 19, 14, 9, 8, 15, 12, 10, 15, 15, 13, 9, 12, 14, 9, 12]"
16,8o3sgJnQixmXiiD4WKiDQQ_0000,"[8, 11, 23, 17, 14, 10, 16, 12, 18, 15, 14, 15, 17, 17, 11, 10, 11, 13, 13, 21, 13, 18, 8, 15, 16, 11, 14, 15, 17, 17, 12, 14, 10, 15, 14, 20, 15, 8, 7, 17, 13, 20, 16, 10, 14, 7, 9, 15, 10, 14]"
17,AGAL-QD-FWUTlAxk1mweYg_0000,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
18,81peZrMxMMH4pqLcEOTIPQ_0000,"[15, 24, 11, 8, 48, 49, 11, 50, 21, 23, 29, 45, 11, 12, 24, 44, 28, 23, 33, 38, 17, 19, 34, 33, 27, 28, 41, 16, 20, 26, 19, 8, 20, 48, 47, 50, 36, 23, 22, 33, 48, 8, 33, 28, 48, 28, 44, 10, 50, 47]"
19,CieUq5V8bsgKvZycyPb6MQ_0000,"[34, 30, 29, 32, 31, 33, 36, 41, 22, 34, 30, 28, 25, 28, 33, 23, 25, 27, 31, 31, 31, 34, 42, 36, 26, 32, 25, 23, 29, 37, 23, 28, 32, 31, 38, 34, 37, 31, 31, 34, 32, 33, 39, 29, 29, 32, 45, 19, 24, 48]"
